ID1,CASEID,QCOL93,Q1035NO,Q1036N,Q1037M,Q1037P,Q1037O,Q1040A,Q1040B,Q1040C,Q1040D,Q1040E,Q1040F,Q1040G,Q1040H,Q1040I,Q1040X
2021,      274104701  2,1,2,A,ACK, , , , , , , , , , , , 
2021,      274105701  1,1,4,AD,K, ,B,2,2,2, , , , , , , 
2021,      274201402  1,1,3,AB,ABCK,ABCEK, ,1,1, , , , , , , , 
2021,      274201701  1,1,1,AD,AB, ,B, , , , , , , , , , 
2021,      274202901  5,1,1,AB,B,B, , , , , , , , , , , 
2021,      274203201  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      274205201  2,1,1,AB,BCEK,ABCEK, , , , , , , , , , , 
2021,      274302801  2,1,3,Y, , , ,2,2, , , , , , , , 
2021,      274302801  2,2,2,AB,AB,AB, ,2,2, , , , , , , , 
2021,      274303101  2,1,5,AB,BCK,BCK, , , , , , , , , , , 
2021,      274307701  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      274312401  2,1,1,AB,BK,ABEK, , , , , , , , , , , 
2021,      274400801  2,1,4,AB,BK,BK, ,2,2,2, , , , ,2, , 
2021,      274404801  2,1,1,AB,BEK,BK, , , , , , , , , , , 
2021,      274407201  1,1,6,AB,BK,BK, , , , , , , , , , , 
2021,      274407201  1,2,5,AB,BK,BK, , , , , , , , , , , 
2021,      274407501  2,1,1,AB,BK,ABEK, , , , , , , , , , , 
2021,      274408601  2,1,3,AB,BK,ABEK, ,2,2, , , , , , , , 
2021,      274500601  2,1,3,AB,BCK,ABCEK, ,2,2,2, , , , , , , 
2021,      274502701  3,1,1,Y, , , , , , , , , , , , , 
2021,      274505901  2,1,2,AB,BCEK,ABCEK, , , , , , , , , , , 
2021,      274508801  1,1,1,AB,BCK,BCK, ,1,1,1, ,1, , , , , 
2021,      274606501  2,1,2,A,BCE, , , , , , , , , , , , 
2021,      274607601  1,1,1,A,BEK, , , , , , , , , , , , 
2021,      274607701  2,1,2,AB,ABCK,ABCK, , , , , , , , , , , 
2021,      274608901  4,1,1,ABC,ABK,BK,BK, , , , , , , , , , 
2021,      274700101  1,1,1,A,B, , , , , , , , , , , , 
2021,      274700501  2,1,2,A,ABC, , ,2, , , , , , , , , 
2021,      274700501  2,2,1,A,ABC, , ,1, , , , , , , , , 
2021,      274704201  2,1,1,AB,CE,C, , , , , , , , , , , 
2021,      274704601  4,1,1,A,K, , , , , , , , , , , , 
2021,      274706501  1,1,3,A,BC, , ,1,1,1,1, , ,2, , , 
2021,      274706501  1,2,2,A,BC, , ,1,1,1,1, , ,2, , , 
2021,      274802701  2,1,2,A,B, , , , , , , , , , , , 
2021,      274803701  2,1,3,A,BC, , , ,2, , , , , , , , 
2021,      274807501  1,1,4,A,BC, , ,2,2,2, , , , , , , 
2021,      274810401  2,1,3,A,BK, , ,2,2,2, ,2, , ,2,2, 
2021,      274904101  1,1,2,AB,C,C, ,2, , , , , , , , , 
2021,      274904401  1,1,1,Y, , , ,1, , , , , , ,2,2, 
2021,      274906201  2,1,2,AB,BK,BK, , , , , , , , , , , 
2021,      274909601  6,1,1,AC,BK, ,BK, , , , , , , , , , 
2021,      275002901  2,1,2,AB,ABCK,BCK, ,1,1,1, , , , , , , 
2021,      275002901  2,2,1,AB,ABCEK,BCK, ,1,1,1, , , , , , , 
2021,      275003401  1,1,2,Y, , , , , , , , , , , , , 
2021,      275004901  1,1,2,A,ABCK, , , , , , , , , , , , 
2021,      275006701  1,1,2,AB,C,C, , , , , , , , , , , 
2021,      275007901  2,1,2,A,B, , ,2,2,2,2, , , ,2, , 
2021,      275007901  2,2,1,AB,BK,BCK, ,1,1,2,2, , , ,2, , 
2021,      275100801  1,1,3,AB,BE,B, , , , , , , , , , , 
2021,      275100801  1,2,2,AB,BE,BE, , , , , , , , , , , 
2021,      275103101  2,1,1,AB,AB,B, , , , , , , , , , , 
2021,      275103301  1,1,1,A,BK, , ,1,1,1,2, , , , , , 
2021,      275103401  1,1,2,AB,AB,B, , , , , , , , , , , 
2021,      275104301  1,1,3,A,BK, , ,2,2,2,2, , , , , , 
2021,      275107701  2,1,1,AB,B,BCEI, , , , , , , , , , , 
2021,      275107801  2,1,3,Y, , , ,2, , , , , , , , , 
2021,      275107801  2,2,2,A,AB, , ,2, , , , , , , , , 
2021,      275203701  1,1,2,AB,C,C, , , , , , , , , , , 
2021,      275203901  1,1,4,A,ABCEK, , , , , , , , , , , , 
2021,      275203901  1,2,3,A,ABCEK, , , , , , , , , , , , 
2021,      275204101  1,1,4,A,B, , ,2,2,2,2,2,2,2, , , 
2021,      275205001  2,1,4,AB,BCFK,BCFK, , ,2, , , , , , , , 
2021,      275205801  2,1,6,AD,B, ,B, , , , , , , , , , 
2021,      275302301  2,1,1,A,EK, , , , , , , , , , , , 
2021,      275302601  2,1,2,AB,B,B, ,2, , , , , , , , , 
2021,      275307401  2,1,1,Y, , , , , , , , , , , , , 
2021,      275307701  2,1,2,A,BK, , , , , , , , , , , , 
2021,      275400401  1,1,3,A,BCK, , , , , , , , , , , , 
2021,      275401401  1,1,3,ABD,BK,BEK,K,2,2,2, , , , ,2, , 
2021,      275404001  2,1,3,Y, , , , , , , , , , , , , 
2021,      275404101  1,1,6,AB,CK,CK, , , , , , , , , , , 
2021,      275407301  1,1,3,Y, , , , , , , , , , , , , 
2021,      275501201  3,1,1,AC,AC, ,B,1,2,2, ,1, , , , , 
2021,      275502101  2,1,2,Y, , , , , , , , , , , , , 
2021,      275503501  2,1,3,A,C, , , , , , , , , , , , 
2021,      275504901  1,1,4,A,BK, , , , , , , , , , , , 
2021,      275504901  1,2,3,A,BK, , , , , , , , , , , , 
2021,      275504901  1,3,2,A,ABCEK, , , , , , , , , , , , 
2021,      275507001  2,1,2,AB,BK,BEK, ,1,1,1,1,1, , ,2, , 
2021,      275507001  2,2,1,AB,BK,BEK, ,1,1,1,1,1, , ,2, , 
2021,      275507801  2,1,3,A,C, , ,1, ,1, , ,1,1, , , 
2021,      275507801  2,2,2,A,C, , ,1, ,1, , ,1,1, , , 
2021,      275600601  2,1,2,Y, , , , , , , , , , , , , 
2021,      275601601  2,1,2,A,AB, , , , , , , , , ,2,2, 
2021,      275602701  2,1,3,A,AB, , ,2,2, ,2, , , , , , 
2021,      275606901  1,1,2,AB,BK,BCEK, , , , , , , , , , , 
2021,      275701901  1,1,2,A,K, , ,2, , , , , , , , , 
2021,      275702001  3,1,1,A,BK, , , , , , , , , , , , 
2021,      275705001  1,1,3,AB,BEK,BK, , , , , , , , , , , 
2021,      275705001  1,2,2,AB,ABEK,BK, , , , , , , , , , , 
2021,      275705601  1,1,4,A,BK, , , , , , , , , , , , 
2021,      275706801  1,1,3,A,CI, , ,1,1,2,2, , , ,2,2, 
2021,      275706901  2,1,2,AB,ABK,BK, ,2,2, , , , , , , , 
2021,      275801701  2,1,1,AB,AK,BC, , , , , , , , , , , 
2021,      275803601  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      275803601  2,2,1,A,AK, , , , , , , , , , , , 
2021,      275809501  2,1,3,A,BK, , ,2,2, , , , , , , , 
2021,      275901301  1,1,1,ABC,ABK,BK,BK, , , , , , , ,2, , 
2021,      275903001  1,1,2,A,CG, , , , , , , , , , , , 
2021,      275904201  2,1,7,A,AC, , , , , , , , , , , , 
2021,      275904201  2,2,6,A,AC, , , , , , , , , , , , 
2021,      275904401  3,1,1,ABC,ABEK,BK,BK, , , , , , , , , , 
2021,      275906301  2,1,2,AB,BK,BK, , , , , , , , , , , 
2021,      276001801  2,1,4,A,K, , , , , , , , , , , , 
2021,      276003801  1,1,2,AC,BK, ,B,2,2,2,2,2, , , , , 
2021,      276007101  1,1,3,A,K, , , , , , , , , , , , 
2021,      276008601  1,1,5,A,BK, , ,2,2,2,2, , , , , , 
2021,      276100101  1,1,1,A,B, , ,2,2, , , , , , , , 
2021,      276103001  1,1,1,AB,BEK,BEK, ,1, , , , , , ,2,2, 
2021,      276103201  2,1,1,AB,AE,AE, , , , , , , , , , , 
2021,      276107801  2,1,2,AB,AB,AB, ,2,2, , , , , , , , 
2021,      276110601  2,1,3,AB,BK,BK, , , , , , , , , , , 
2021,      276200901  2,1,2,A,ACK, , , , , , , , , , , , 
2021,      276201601  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      276202501  2,1,3,AB,AK,AK, ,1,1, , , , , , , , 
2021,      276205401  2,1,3,A,K, , , , , , , , , , , , 
2021,      276205701  1,1,3,A,BK, , ,2,2,2,2, , , ,2, , 
2021,      276209601  2,1,2,A,BK, , , , , , , , , , , , 
2021,      276301701  1,1,2,AB,C,BC, , , , , , , , , , , 
2021,      276303701  2,1,4,A,K, , ,2, ,2,2, , , , , , 
2021,      276303701  2,2,3,AB,ABK,K, ,2, ,2,2, , , , , , 
2021,      276308401  2,1,4,A,BK, , , , , , , , , , , , 
2021,      276308901  1,1,2,AB,K,K, , , , , , , , , , , 
2021,      276310501  2,1,1,AB,BCE,BC, ,2,2,2, , , , , , , 
2021,      276404001  1,1,4,AB,ABCK,ABCK, ,2,2,2, , , , , , , 
2021,      276405001  2,1,4,AB,B,B, , , , , , , , , , , 
2021,      276501201  1,1,5,A,BK, , , , , , , , , , , , 
2021,      276501201  1,2,4,AF,ABDK, ,BDK, , , , , , , , , , 
2021,      276503101  2,1,4,Y, , , ,2,2,2,2, , , , , , 
2021,      276503901  2,1,1,AB,BK,BK, , , , , , , , , , , 
2021,      276505501  1,1,1,AB,BC,BC, , , , , , , , , , , 
2021,      276507201  2,1,6,AB,BK,BK, ,2,2,2,2, , , , , , 
2021,      276508001  2,1,3,AB,BK,BK, , , , , , , , , , , 
2021,      276508001  2,2,2,AB,BK,ABCEK, , , , , , , , , , , 
2021,      276604001  1,1,3,AB,C,C, , , , , , , , , , , 
2021,      276604401  4,1,2,A,ABK, , ,2, ,2,2, , , , , , 
2021,      276606001  1,1,4,AB,K,K, , , , , , , , , , , 
2021,      276607401  2,1,2,AB,ABK,ABK, ,2, , , , , , , , , 
2021,      276609401  2,1,1,ABC,B,B,B, , , , , , , , , , 
2021,      276704301  2,1,2,Y, , , , , , , , , , , , , 
2021,      276706701  1,1,2,Y, , , , , , , , , , , , , 
2021,      276706701  1,2,1,AB,BK,ABCK, , , , , , , , , , , 
2021,      276707301  2,1,3,Y, , , , , , , , , , , , , 
2021,      276708901  1,1,3,AB,ABK,BK, , , , , , , , , , , 
2021,      276708901  1,2,2,AB,ABCK,BK, , , , , , , , , , , 
2021,      276709001  2,1,1,AB,ABCK,ACK, ,1,2, , , , , , , , 
2021,      276709301  1,1,3,AX,BK, ,BK, , , , , , , , , , 
2021,      276709301  1,2,2,AX,BK, ,BK, , , , , , , , , , 
2021,      276800701  2,1,1,AB,ACK,ACK, ,1,1,1,1,1, , , , , 
2021,      276801301  1,1,1,AB,AK,AK, , , , , , , , , , , 
2021,      276801401  2,1,2,AB,B,BK, ,1,1, , ,1,1, , , , 
2021,      276804301  1,1,3,Y, , , , , , , , , , , , , 
2021,      276805501  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      276904301  1,1,2,ABC,ABCK,BCK,B,2, , , , , , , , , 
2021,      276905201  1,1,2,AB,ABCK,ABCK, , , , , , , , , , , 
2021,      277002901  1,1,8,A,BCK, , ,2,2,2,2,2,2,2,2,2, 
2021,      277003001  2,1,5,AB,AB,AB, ,2,2,2,2, , , , , , 
2021,      277012801  2,1,1,A,BCK, , , , , , , , , , , , 
2021,      277012901  2,1,2,Y, , , ,2, , , , , , , , , 
2021,      277013001  2,1,5,AB,BCJ,BCJ, , , , , , , , ,2, , 
2021,      277013201  2,1,3,AB,ABCK,ABCEK, , , , , , , , , , , 
2021,      277013401  2,1,2,AB,BK,BCEK, ,1,2,1,1, , , ,2,2, 
2021,      277013501  1,1,3,AB,BCEK,ABCEK, ,2,2,2,2, , , , , , 
2021,      277101601  2,1,2,AB,BK,BK, , , , , , , , , , , 
2021,      277102201  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      277102801  6,1,4,A,AB, , , , , , , , , , , , 
2021,      277201101  2,1,7,Y, , , ,1, , , ,1, , , , , 
2021,      277201101  2,2,6,AB,BK,BK, ,1, , , ,1, , , , , 
2021,      277201201  1,1,1,AB,BCE,BCE, , , , , , , , , , , 
2021,      277202501  2,1,4,AB,ABK,AB, , , , , , , , , , , 
2021,      277205001  4,1,2,A,B, , , , , , , , , , , , 
2021,      277301301  1,1,3,A,EK, , ,2, ,2, ,2, , , , , 
2021,      277302501  2,1,1,AB,CE,BC, ,1,1,1, , , , ,2,2, 
2021,      277303001  2,1,2,AB,BCK,BCK, , , , , , , , , , , 
2021,      277303001  2,2,1,AB,BCK,BCK, , , , , , , , , , , 
2021,      277305601  1,1,1,A,K, , ,1,1,2, , , , , , , 
2021,      277306201  2,1,3,A,BC, , , , , , , , , , , , 
2021,      277400601  2,1,1,AB,A,B, , , , , , , , , , , 
2021,      277402001  2,1,1,AB,CEK,CE, , , , , , , , , , , 
2021,      277403401  3,1,2,AB,BCK,CK, , , , , , , , , , , 
2021,      277403401  3,2,1,AB,ABCK,CK, , , , , , , , , , , 
2021,      277403701  2,1,2,A,BCK, , , , , , , , , , , , 
2021,      277501101  2,1,3,AB,K,BE, , , , , , , , , , , 
2021,      277501501  1,1,2,A,BCEK, , ,1, , ,1, , ,1,1, , 
2021,      277502001  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      277502501  2,1,2,A,CK, , , , , , , , , , , , 
2021,      277502901  2,1,1,AB,CK,CK, , , , , , , , , , , 
2021,      277504701  2,1,1,AB,BCK,B, , , , , , , , , , , 
2021,      277505201  2,1,1,A,BCK, , , , , , , , , , , , 
2021,      277506001  1,1,2,AB,K,K, , , , , , , , , , , 
2021,      277600101  2,1,2,A,BK, , , , , , , , , , , , 
2021,      277600201  2,1,4,AB,K,K, ,2,2,1,2,2, , ,2, , 
2021,      277604101  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      277604101  2,2,1,AB,BC,BC, , , , , , , , , , , 
2021,      277604801  2,1,5,AB,BK,BK, , , , , , , , , , , 
2021,      277605001  1,1,3,Y, , , , , , , , , , , , , 
2021,      277609601  4,1,1,AB,BIK,B, ,1,1,1, ,1, , , , , 
2021,      277610301  2,1,3,A,BK, , , ,1,1,1, , , , , , 
2021,      277703301  2,1,2,AB,K,B, ,1, , , , , , , , , 
2021,      277704601  1,1,4,A,B, , ,2,2,2, , , , , ,2, 
2021,      277704801  1,1,3,Y, , , , , , , , , , , , , 
2021,      277704901  1,1,4,A,CK, , ,2,2,2,2,2, , ,2,2, 
2021,      277706401  2,1,4,Y, , , , , , , , , , , , , 
2021,      277706501  1,1,1,A,BK, , ,1,1,1,1,1, , ,1,1, 
2021,      277801701  1,1,1,A,BCEK, , , , , , , , , , , , 
2021,      277801801  2,1,2,A,BEK, , ,1, ,1, , ,2, ,2, , 
2021,      277803301  2,1,2,A,CK, , ,2,2, , , , , , , , 
2021,      277803601  1,1,3,A,BEK, , ,2, , , , , , , , , 
2021,      277803801  1,1,3,A,K, , , , , , , , , , , , 
2021,      277803901  2,1,3,AB,BCEK,BCEK, , , , , , , , , , , 
2021,      277903001  4,1,1,AX,C, ,C, , , , , , , , , , 
2021,      277903201  1,1,2,A,AC, , , , ,2, , , , , , , 
2021,      277903301  1,1,3,A,ABCK, , , , , , , , , , , , 
2021,      277904801  1,1,2,AB,BCK,ABCK, ,2, , ,2, , , , , , 
2021,      277905001  2,1,2,Y, , , , , , , , , , , , , 
2021,      277905501  1,1,5,AB,BCE,ABCK, ,1,1,1, ,2, , ,2, , 
2021,      278001801  2,1,2,AB,BK,BEK, ,2, , , , , , , , , 
2021,      278003001  1,1,1,A,ABEK, , ,1,1,1,1,2, , ,2, , 
2021,      278003101  2,1,4,AB,B,B, , , , , , , , , , , 
2021,      278003401  1,1,1,AB,BK,BEK, , ,2, , , , , , , , 
2021,      278003501  2,1,1,AB,BEK,BEK, , , , , , , , , , , 
2021,      278101301  2,1,3,AB,AC,AC, , , , , , , , , , , 
2021,      278102801  2,1,1,AB,C,C, , , , , , , , , , , 
2021,      278104301  1,1,2,AB,BCK,BCK, ,2,2, , , , , , , , 
2021,      278105001  3,1,2,AB,B,B, , , , , , , , , , , 
2021,      278105001  3,2,1,AB,B,B, , , , , , , , , , , 
2021,      278106501  2,1,3,AB,BCK,BCK, , ,2, ,2, , , , , , 
2021,      278107401  2,1,4,Y, , , , , , , , , , , , , 
2021,      278108901  2,1,2,A,C, , , , , , , , , , , , 
2021,      278109501  2,1,2,AB,BCEK,BCK, ,2,2,2,2, , , , , , 
2021,      278200401  2,1,3,AB,AB,B, ,2, , , , , , , , , 
2021,      278200601  2,1,2,A,CK, , , , , , , , , , , , 
2021,      278209901  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      278302101  1,1,1,AB,ABK,ABK, , , , , , , , , , , 
2021,      278303001  4,1,1,AB,K,K, ,2, , , , , , , , , 
2021,      278303301  2,1,2,AB,ABCK,BCK, , , , , , , , , , , 
2021,      278311801  4,1,1,AC,BEK, ,BK, , , , , , , , , , 
2021,      278404301  1,1,3,A,I, , , , , , , , , , , , 
2021,      278405501  1,1,1,AB,ABC,ABC, ,1, , , , , , , , , 
2021,      278405701  1,1,3,A,CK, , ,2, , , , , , , , , 
2021,      278500701  2,1,1,A,ABK, , , , , , , , , , , , 
2021,      278503401  2,1,2,AB,ACEK,CK, , , , , , , , , , , 
2021,      278503501  2,1,2,A,BK, , , , , , , , , , , , 
2021,      278503501  2,2,1,A,ABK, , , , , , , , , , , , 
2021,      278504001  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      278506101  2,1,2,AB,BK,BC, ,1,1,1,1,1, , ,2, , 
2021,      278506601  3,1,1,A,CK, , , , , , , , , , , , 
2021,      278600301  3,1,2,Y, , , ,2,2,2, , , , ,2,2, 
2021,      278600301  3,2,1,ABC,B,B,AB,1,1,1, , , , ,1,1, 
2021,      278602401  2,1,2,AB,K,K, ,2, , , , , , , , , 
2021,      278602501  1,1,2,A,BCK, , , , , , , , , , , , 
2021,      278603801  1,1,2,A,B, , ,2, , , , , , , , , 
2021,      278603801  1,2,1,A,B, , ,2, , , , , , , , , 
2021,      278604201  2,1,2,AB,BK,BK, , , , , , , , , , , 
2021,      278608201  2,1,1,AB,C,C, , , , , , , , , , , 
2021,      278702101  2,1,2,A,B, , , , , , , , , , , , 
2021,      278704801  1,1,3,A,B, , ,2,2,2,2, , , , , , 
2021,      278707501  1,1,2,A,BCG, , , , , , , , , , , , 
2021,      278708301  1,1,1,A,BK, , , , , , , , , , , , 
2021,      278708901  2,1,3,AB,BCK,BCK, , , , , , , , , , , 
2021,      278802901  2,1,3,A,BEI, , , , , , , , , , , , 
2021,      278812601  2,1,3,ABD,B,B,B, , , , , , , , , , 
2021,      278813401  1,1,2,B, ,K, , , , , , , , , , , 
2021,      278902301  2,1,1,AB,BC,B, , , , , , , , , , , 
2021,      278905701  4,1,1,A,B, , , , , , , , , , , , 
2021,      278906301  2,1,4,A,B, , , , , , , , , , , , 
2021,      278907701  1,1,1,A,AB, , ,1,1, , , , , , , , 
2021,      278909501  2,1,2,Y, , , , , , , , , , , , , 
2021,      279001801  2,1,3,AB,ABCGK,BCGK, , , , , , , , , , , 
2021,      279001801  2,2,2,AB,ABCGK,BCK, , , , , , , , , , , 
2021,      279001801  2,3,1,AB,ABCGK,BCK, , , , , , , , , , , 
2021,      279004401  2,1,2,AB,ABCK,B, , , , , , , , , , , 
2021,      279005401  2,1,2,AB,ACK,CK, , , , , , , , , , , 
2021,      279005501  2,1,2,AB,B,BC, ,2, , , , , , , , , 
2021,      279006401  2,1,2,A,CGK, , , , , , , , , , , , 
2021,      279104601  4,1,1,Y, , , , , , , , , , , , , 
2021,      279108501  1,1,3,AB,BCGI,BCGI, ,2, , , , , , , , , 
2021,      279114601  2,1,2,AB,ABCK,BCK, , , , , , , , , , , 
2021,      279114601  2,2,1,AB,BCK,BCK, , , , , , , , , , , 
2021,      279115601  1,1,1,A,CG, , , , , , , , , , , , 
2021,      279200701  2,1,1,B, ,BK, , , , , , , , , , , 
2021,      279204101  1,1,2,A,K, , , , , , , , , , , , 
2021,      279204101  1,2,1,A,ABK, , , , , , , , , , , , 
2021,      279206401  2,1,2,A,B, , , , , , , , , , , , 
2021,      279206601  2,1,1,A,B, , , , , , , , , , , , 
2021,      279210001  1,1,1,AB,B,B, , , , , , , , , , , 
2021,      279300201  1,1,1,A,BCEK, , , , , , , , , , , , 
2021,      279304101  2,1,2,AB,BK,BCEK, , , , , , , , , , , 
2021,      279305301  2,1,2,AB,AB,B, , , , , , , , , , , 
2021,      279309001  2,1,1,AB,BC,B, , , , , , , , , , , 
2021,      279310401  2,1,2,AB,BCIK,BCIK, ,2,1, , , , ,2, , , 
2021,      279310401  2,2,1,AB,BCIK,BCIK, ,1,1, , , , ,1, , , 
2021,      279401401  2,1,3,AB,BCK,BCK, , , , , , , , , , , 
2021,      279402101  2,1,3,AB,CK,CK, ,2, , , , , , , , , 
2021,      279407001  2,1,1,A,BCE, , , , , , , , , , , , 
2021,      279500201  2,1,2,A,B, , , , , , , , , , , , 
2021,      279500201  2,2,1,A,ABK, , , , , , , , , , , , 
2021,      279502201  4,1,1,Y, , , , , , , , , , , , , 
2021,      279604701  2,1,4,A,B, , , , , , , , , , , , 
2021,      279605001  2,1,4,AC,B, ,B, , , , , , , , , , 
2021,      279605001  2,2,3,AC,B, ,B, , , , , , , , , , 
2021,      279607501  2,1,2,A,BE, , , , , , , , , , , , 
2021,      279608601  2,1,1,B, ,B, , , , , , , , , , , 
2021,      279610401  5,1,2,A,AB, , , , , , , , , , , , 
2021,      279610401  5,2,1,AB,AB,AB, , , , , , , , , , , 
2021,      279610701  3,1,1,A,B, , , , , , , , , , , , 
2021,      279611402  2,1,2,AB,B,B, ,2, , , , , , , , , 
2021,      279701201  2,1,2,AB,CK,BK, , , , , , , , , , , 
2021,      279702201  1,1,3,A,BE, , ,1,1,1,1, , , , , , 
2021,      279702201  1,2,2,A,BE, , ,1,1,1,1, , , , , , 
2021,      279703201  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      279705001  2,1,1,A,K, , , , , , , , , , , , 
2021,      279706201  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      279706901  3,1,1,AB,AB,AB, , , , , , , , , , , 
2021,      279800101  2,1,3,AB,BE,B, ,2, , , , , , , , , 
2021,      279800101  2,2,2,A,BF, , ,2, , , , , , , , , 
2021,      279805501  1,1,4,AX,E, ,BX, , , , , , , , , , 
2021,      279807001  2,1,4,A,AB, , , , , , , , , , , , 
2021,      279809501  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      279809701  2,1,3,A,BI, , ,2,2, ,2, , , , , , 
2021,      279900201  2,1,3,AB,BC,ABC, ,1,1,1, , , , , , , 
2021,      279900301  1,1,3,AB,ABCG,CG, , , , , , , , , , , 
2021,      279902201  1,1,1,Y, , , , , , , , , , , , , 
2021,      280000201  1,1,1,A,B, , ,2,2,2, ,2, , ,2,2, 
2021,      280002201  2,1,2,A,BCK, , , , , , , , , , , , 
2021,      280007101  2,1,3,A,BK, , , , , , , , , , , , 
2021,      280007301  2,1,3,AB,ABC,B, ,2, , , , , , , , , 
2021,      280007301  2,2,2,AB,ABC,B, ,1, , , , , , , , , 
2021,      280008401  2,1,3,A,AB, , , , , , , , , , , , 
2021,      280101901  2,1,1,A,B, , ,2, , , , , , , , , 
2021,      280104401  1,1,3,A,BI, , ,2,2, , , , , ,2, , 
2021,      280104701  1,1,3,A,BC, , , , , , , , , , , , 
2021,      280203001  5,1,1,AB,BCK,BK, ,1, ,1, , , ,1, , , 
2021,      280204901  1,1,4,AB,BK,K, , , , , , , , , , , 
2021,      280207501  1,1,2,A,C, , ,1, , , , , , , , , 
2021,      280207501  1,2,1,A,C, , ,2, , , , , , , , , 
2021,      280301601  1,1,2,A,K, , ,2,2,2, , , , , , , 
2021,      280301601  1,2,1,A,K, , ,2,2,1, , , , , , , 
2021,      280301801  2,1,1,Y, , , ,2,2, ,2, , , , , , 
2021,      280306301  1,1,2,A,K, , ,2, , , , , , , , , 
2021,      280307101  2,1,2,Y, , , , , , , , , , , , , 
2021,      280307101  2,2,1,AB,C,C, , , , , , , , , , , 
2021,      280307501  2,1,2,AB,K,K, , ,2, , , , , , , , 
2021,      280308501  1,1,2,A,K, , ,2, , , , , , , , , 
2021,      280309301  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      280401401  2,1,1,A,C, , , , , , , , , , , , 
2021,      280402301  1,1,1,A,B, , , , , , , , , , , , 
2021,      280403001  4,1,2,Y, , , , , , , , , , , , , 
2021,      280403001  4,2,1,AC,AC, ,B, , , , , , , , , , 
2021,      280403301  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      280502801  2,1,2,A,B, , ,2,2, , , , , , , , 
2021,      280504101  1,1,2,AB,AB,B, , , , , , , , , , , 
2021,      280509901  7,1,2,AB,AB,BG, ,2, , , , , , , , , 
2021,      280511501  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      280512201  2,1,1,AB,AB,B, , ,2, , , , , , , , 
2021,      280603901  1,1,1,Y, , , , , , , , , , , , , 
2021,      280605101  1,1,2,A,X, , , , , , , , , , , , 
2021,      280611001  2,1,1,A,B, , , , , , , , , , , , 
2021,      280701901  1,1,1,A,BCK, , , , , , , , , , , , 
2021,      280702101  2,1,2,AB,ABC,BC, , , , , , , , ,2, , 
2021,      280702601  1,1,1,A,K, , , , , , , , , , , , 
2021,      280706201  3,1,1,AB,BCG,BCG, , , , , , , , , , , 
2021,      280706601  2,1,1,A,B, , ,2, , , , , , , , , 
2021,      280706701  2,1,4,A,BK, , , , , , , , , , , , 
2021,      280707101  2,1,5,AB,CK,CK, ,2, , , , , , ,2, , 
2021,      280802101  2,1,2,AB,ABCK,ABCK, , , , , , , , , , , 
2021,      280806401  3,1,1,AC,BC, ,K, , , , , , , , , , 
2021,      280806501  2,1,1,AB,BK,BK, , , , , , , , , , , 
2021,      280900601  2,1,2,AB,ABCK,BCK, , , , , , , , , , , 
2021,      280901301  2,1,2,AB,BCK,BCK, , , , , , , , , , , 
2021,      280902201  3,1,1,A,BCK, , , , , , , , , , , , 
2021,      280902701  2,1,2,AB,C,C, , , , , , , , , , , 
2021,      280904001  1,1,1,AB,BK,BK, , , , , , , , , , , 
2021,      280906001  2,1,1,ABC,BK,BK,BK,2, , , , , , , , , 
2021,      281000401  2,1,2,ABC,ABC,BC,B, , , , , , , , , , 
2021,      281001101  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      281002501  2,1,3,Y, , , ,2, , , , , , , , , 
2021,      281003101  2,1,2,ABC,B,B,B, , , , , , , , , , 
2021,      281003701  3,1,4,A,BK, , ,2,2, , , , , , , , 
2021,      281004501  2,1,4,AB,C,C, , , , , , , , , , , 
2021,      281005201  2,1,2,AB,K,B, , , , , , , , , , , 
2021,      281101101  2,1,4,AB,ABCK,BCK, , , , , , , , , , , 
2021,      281101701  2,1,2,AB,B,B, ,2, , , , , , , , , 
2021,      281101701  2,2,1,AB,BCE,BC, ,1, , , , , , , , , 
2021,      281102001  2,1,1,A,G, , , , , , , , , , , , 
2021,      281102801  2,1,1,AB,CFK,GK, , , , , , , , , , , 
2021,      281103501  2,1,2,AB,B,ABK, , , , , , , , , , , 
2021,      281104501  2,1,1,AB,AB,B, ,1,2,1,1,1, ,2,2, , 
2021,      281104801  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      281201301  2,1,1,AB,C,C, , , , , , , , , , , 
2021,      281302601  3,1,1,A,ABC, , , , , , , , , , , , 
2021,      281307901  1,1,1,A,C, , ,1, , , , , , ,2,2, 
